frame_name,split,bbox_id,quality_flag,n_poly_pts
frame_00096,train,3,low_conf,4
frame_00096,train,4,usable,6
frame_00096,train,5,usable,6
frame_00097,train,0,low_conf,6
frame_00097,train,1,low_conf,5
frame_00097,train,2,usable,6
frame_00097,train,3,usable,7
frame_00101,train,0,low_conf,4
frame_00101,train,1,low_conf,4
frame_00101,train,2,low_conf,7
frame_00101,train,3,low_conf,7
frame_00101,train,4,usable,6
frame_00101,train,5,low_conf,5
frame_00101,train,6,usable,6
frame_00102,train,0,low_conf,4
frame_00102,train,1,low_conf,5
frame_00102,train,2,low_conf,6
frame_00102,train,3,usable,6
frame_00102,train,4,low_conf,5
frame_00102,train,5,usable,6
frame_00103,train,0,low_conf,4
frame_00103,train,1,low_conf,6
frame_00103,train,2,usable,6
frame_00103,train,3,usable,6
frame_00103,train,4,low_conf,4
frame_00103,train,5,usable,6
frame_00103,train,6,low_conf,5
frame_00103,train,7,usable,5
frame_00104,train,0,low_conf,7
frame_00104,train,1,usable,6
frame_00104,train,2,usable,6
frame_00104,train,3,low_conf,4
frame_00104,train,4,good,6
frame_00104,train,5,low_conf,5
frame_00104,train,6,usable,6
frame_00105,train,0,low_conf,5
frame_00105,train,1,low_conf,5
frame_00105,train,2,low_conf,5
frame_00105,train,3,low_conf,4
frame_00105,train,4,usable,6
frame_00105,train,5,low_conf,5
frame_00105,train,6,usable,6
frame_00106,train,0,low_conf,5
frame_00106,train,1,usable,6
frame_00106,train,2,low_conf,5
frame_00106,train,3,usable,6
frame_00106,train,4,low_conf,6
frame_00106,train,5,usable,6
frame_00109,train,0,low_conf,6
frame_00109,train,1,low_conf,4
frame_00109,train,2,low_conf,6
frame_00109,train,3,good,7
frame_00109,train,4,low_conf,5
frame_00109,train,5,usable,6
frame_00110,train,0,usable,6
frame_00110,train,1,low_conf,4
frame_00110,train,2,usable,5
frame_00110,train,3,usable,7
frame_00110,train,4,low_conf,4
frame_00110,train,5,usable,7
frame_00110,train,6,low_conf,6
frame_00110,train,7,usable,8
frame_00110,train,8,usable,5
frame_00111,train,0,low_conf,4
frame_00111,train,1,low_conf,4
frame_00111,train,2,low_conf,4
frame_00111,train,3,usable,8
frame_00111,train,4,low_conf,6
frame_00111,train,5,usable,6
frame_00113,train,0,low_conf,6
frame_00113,train,1,low_conf,4
frame_00113,train,2,usable,7
frame_00113,train,3,low_conf,5
frame_00113,train,4,good,7
frame_00113,train,5,low_conf,5
frame_00113,train,6,low_conf,4
frame_00113,train,7,usable,6
frame_00114,train,0,usable,6
frame_00114,train,1,low_conf,4
frame_00114,train,2,usable,9
frame_00114,train,3,usable,6
frame_00114,train,4,low_conf,6
frame_00114,train,5,good,6
frame_00114,train,6,usable,6
frame_00114,train,7,low_conf,4
frame_00114,train,8,usable,7
frame_00115,train,0,low_conf,4
frame_00115,train,1,low_conf,5
frame_00115,train,2,usable,7
frame_00115,train,3,low_conf,6
frame_00115,train,4,usable,7
frame_00115,train,5,usable,7
frame_00115,train,6,usable,6
frame_00116,train,0,low_conf,5
frame_00116,train,1,low_conf,5
frame_00116,train,2,usable,8
frame_00116,train,3,low_conf,5
frame_00116,train,4,usable,5
frame_00116,train,5,usable,6
frame_00116,train,6,usable,5
frame_00117,train,0,low_conf,4
frame_00117,train,1,low_conf,5
frame_00117,train,2,usable,6
frame_00117,train,3,low_conf,5
frame_00117,train,4,usable,6
frame_00117,train,5,low_conf,5
frame_00117,train,6,usable,5
frame_00118,train,0,low_conf,5
frame_00118,train,1,usable,6
frame_00118,train,2,usable,8
frame_00118,train,3,usable,6
frame_00118,train,4,low_conf,5
frame_00118,train,5,usable,6
frame_00118,train,6,usable,6
frame_00118,train,7,usable,6
frame_00118,train,8,usable,6
frame_00119,train,0,low_conf,6
frame_00119,train,1,low_conf,6
frame_00119,train,2,usable,5
frame_00119,train,3,low_conf,4
frame_00119,train,4,good,7
frame_00119,train,5,usable,6
frame_00119,train,6,usable,6
frame_00119,train,7,usable,5
frame_00120,train,0,low_conf,6
frame_00120,train,1,low_conf,6
frame_00120,train,2,usable,7
frame_00120,train,3,low_conf,5
frame_00120,train,4,usable,6
frame_00120,train,5,usable,6
frame_00120,train,6,usable,6
frame_00120,train,7,usable,5
frame_00121,train,0,low_conf,5
frame_00121,train,1,low_conf,5
frame_00121,train,2,usable,6
frame_00121,train,3,low_conf,4
frame_00121,train,4,usable,7
frame_00121,train,5,usable,5
frame_00121,train,6,usable,6
frame_00121,train,7,usable,7
frame_00122,train,0,low_conf,5
frame_00122,train,1,low_conf,4
frame_00122,train,2,usable,7
frame_00122,train,3,low_conf,4
frame_00122,train,4,usable,8
frame_00122,train,5,usable,5
frame_00122,train,6,usable,7
frame_00122,train,7,usable,6
frame_00124,train,0,usable,5
frame_00124,train,1,low_conf,5
frame_00124,train,2,usable,6
frame_00124,train,3,low_conf,6
frame_00124,train,4,good,7
frame_00124,train,5,usable,6
frame_00124,train,6,usable,6
frame_00124,train,7,usable,6
frame_00125,train,0,usable,6
frame_00125,train,1,low_conf,5
frame_00125,train,2,low_conf,6
frame_00125,train,3,good,6
frame_00125,train,4,usable,6
frame_00125,train,5,usable,7
frame_00125,train,6,usable,6
frame_00126,train,0,usable,5
frame_00126,train,1,usable,6
frame_00126,train,2,low_conf,6
frame_00126,train,3,good,6
frame_00126,train,4,usable,6
frame_00126,train,5,usable,6
frame_00126,train,6,usable,5
frame_00127,train,0,usable,7
frame_00127,train,1,low_conf,4
frame_00127,train,2,usable,6
frame_00127,train,3,low_conf,4
frame_00127,train,4,good,7
frame_00127,train,5,usable,4
frame_00127,train,6,usable,6
frame_00127,train,7,usable,6
frame_00128,train,0,usable,6
frame_00128,train,1,low_conf,6
frame_00128,train,2,usable,6
frame_00128,train,3,low_conf,5
frame_00128,train,4,good,6
frame_00128,train,5,usable,6
frame_00128,train,6,usable,6
frame_00128,train,7,usable,6
frame_00129,train,0,low_conf,6
frame_00129,train,1,low_conf,5
frame_00129,train,2,low_conf,6
frame_00129,train,3,good,6
frame_00129,train,4,usable,5
frame_00129,train,5,usable,6
frame_00129,train,6,usable,6
frame_00131,train,0,usable,6
frame_00131,train,1,low_conf,4
frame_00131,train,2,low_conf,6
frame_00131,train,3,good,6
frame_00131,train,4,usable,6
frame_00131,train,5,good,6
frame_00131,train,6,usable,6
frame_00132,train,0,usable,6
frame_00132,train,1,low_conf,5
frame_00132,train,2,usable,6
frame_00132,train,3,low_conf,7
frame_00132,train,4,good,6
frame_00132,train,5,usable,7
frame_00132,train,6,usable,6
frame_00132,train,7,usable,6
frame_00133,train,0,usable,6
frame_00133,train,1,low_conf,6
frame_00133,train,2,good,6
frame_00133,train,3,usable,5
frame_00133,train,4,good,6
frame_00133,train,5,usable,5
frame_00134,train,0,usable,6
frame_00134,train,1,usable,6
frame_00134,train,2,low_conf,4
frame_00134,train,3,good,6
frame_00134,train,4,usable,7
frame_00134,train,5,good,6
frame_00134,train,6,usable,5
frame_00135,train,0,usable,6
frame_00135,train,1,usable,6
frame_00135,train,2,usable,6
frame_00135,train,3,low_conf,4
frame_00135,train,4,good,6
frame_00135,train,5,usable,6
frame_00135,train,6,usable,6
frame_00135,train,7,usable,6
frame_00136,train,0,usable,8
frame_00136,train,1,low_conf,4
frame_00136,train,2,low_conf,4
frame_00136,train,3,good,7
frame_00136,train,4,usable,6
frame_00136,train,5,good,6
frame_00136,train,6,usable,6
frame_00137,train,0,usable,6
frame_00137,train,1,low_conf,4
frame_00137,train,2,usable,6
frame_00137,train,3,low_conf,6
frame_00137,train,4,good,6
frame_00137,train,5,usable,7
frame_00137,train,6,usable,6
frame_00137,train,7,usable,6
frame_00138,train,0,usable,7
frame_00138,train,1,low_conf,4
frame_00138,train,2,low_conf,6
frame_00138,train,3,good,6
frame_00138,train,4,usable,6
frame_00138,train,5,usable,6
frame_00138,train,6,usable,6
frame_00142,train,0,low_conf,5
frame_00142,train,1,low_conf,5
frame_00142,train,2,usable,6
frame_00142,train,3,low_conf,6
frame_00142,train,4,good,6
frame_00142,train,5,usable,6
frame_00142,train,6,usable,6
frame_00142,train,7,usable,6
frame_00143,train,0,usable,6
frame_00143,train,1,usable,6
frame_00143,train,2,low_conf,4
frame_00143,train,3,good,7
frame_00143,train,4,usable,6
frame_00143,train,5,usable,8
frame_00143,train,6,usable,6
frame_00144,train,0,usable,7
frame_00144,train,1,low_conf,6
frame_00144,train,2,low_conf,4
frame_00144,train,3,good,6
frame_00144,train,4,low_conf,6
frame_00144,train,5,good,6
frame_00144,train,6,usable,6
frame_00145,train,0,usable,7
frame_00145,train,1,low_conf,6
frame_00145,train,2,good,7
frame_00145,train,3,low_conf,4
frame_00145,train,4,usable,6
frame_00145,train,5,good,7
frame_00145,train,6,usable,5
frame_00146,train,0,low_conf,4
frame_00146,train,1,low_conf,7
frame_00146,train,2,usable,7
frame_00146,train,3,good,6
frame_00146,train,4,low_conf,4
frame_00146,train,5,usable,6
frame_00146,train,6,good,7
frame_00146,train,7,usable,7
frame_00147,train,0,usable,6
frame_00147,train,1,usable,7
frame_00147,train,2,good,6
frame_00147,train,3,low_conf,5
frame_00147,train,4,usable,5
frame_00147,train,5,good,7
frame_00147,train,6,usable,6
frame_00148,train,0,usable,7
frame_00148,train,1,low_conf,6
frame_00148,train,2,usable,6
frame_00148,train,3,low_conf,7
frame_00148,train,4,good,6
frame_00148,train,5,low_conf,6
frame_00148,train,6,usable,6
frame_00148,train,7,usable,6
frame_00149,train,0,usable,6
frame_00149,train,1,low_conf,5
frame_00149,train,2,good,6
frame_00149,train,3,usable,6
frame_00149,train,4,usable,7
frame_00149,train,5,usable,6
frame_00151,train,0,usable,6
frame_00151,train,1,usable,5
frame_00151,train,2,good,7
frame_00151,train,3,low_conf,4
frame_00151,train,4,usable,6
frame_00151,train,5,usable,6
frame_00153,train,0,usable,6
frame_00153,train,1,low_conf,4
frame_00153,train,2,usable,7
frame_00153,train,3,good,6
frame_00153,train,4,usable,7
frame_00153,train,5,usable,6
frame_00153,train,6,usable,7
frame_00154,train,0,usable,7
frame_00154,train,1,low_conf,5
frame_00154,train,2,low_conf,6
frame_00154,train,3,good,6
frame_00154,train,4,low_conf,6
frame_00154,train,5,usable,6
frame_00154,train,6,usable,6
frame_00155,train,0,low_conf,5
frame_00155,train,1,low_conf,5
frame_00155,train,2,low_conf,6
frame_00155,train,3,good,7
frame_00155,train,4,low_conf,5
frame_00155,train,5,low_conf,5
frame_00155,train,6,good,6
frame_00155,train,7,usable,6
frame_00156,train,0,low_conf,6
frame_00156,train,1,usable,7
frame_00156,train,2,good,8
frame_00156,train,3,low_conf,6
frame_00156,train,4,usable,6
frame_00156,train,5,good,6
frame_00156,train,6,low_conf,5
frame_00157,train,0,usable,6
frame_00157,train,1,low_conf,8
frame_00157,train,2,usable,6
frame_00157,train,3,low_conf,6
frame_00157,train,4,good,6
frame_00157,train,5,low_conf,4
frame_00157,train,6,good,6
frame_00157,train,7,low_conf,6
frame_00158,train,0,usable,6
frame_00158,train,1,low_conf,8
frame_00158,train,2,good,7
frame_00158,train,3,low_conf,4
frame_00158,train,4,usable,6
frame_00158,train,5,usable,6
frame_00158,train,6,low_conf,4
frame_00159,train,0,usable,6
frame_00159,train,1,low_conf,5
frame_00159,train,2,usable,6
frame_00159,train,3,low_conf,6
frame_00159,train,4,good,8
frame_00159,train,5,low_conf,4
frame_00159,train,6,usable,6
frame_00159,train,7,usable,6
frame_00163,train,0,usable,6
frame_00163,train,1,low_conf,4
frame_00163,train,2,usable,6
frame_00163,train,3,low_conf,4
frame_00163,train,4,good,6
frame_00163,train,5,low_conf,4
frame_00163,train,6,low_conf,4
frame_00163,train,7,usable,6
frame_00164,train,0,usable,5
frame_00164,train,1,usable,6
frame_00164,train,2,good,7
frame_00164,train,3,low_conf,4
frame_00164,train,4,usable,5
frame_00164,train,5,usable,6
frame_00165,train,0,usable,6
frame_00165,train,1,low_conf,4
frame_00165,train,2,usable,7
frame_00165,train,3,good,7
frame_00165,train,4,low_conf,6
frame_00165,train,5,usable,6
frame_00165,train,6,usable,7
frame_00166,train,0,usable,6
frame_00166,train,1,low_conf,5
frame_00166,train,2,usable,6
frame_00166,train,3,good,6
frame_00166,train,4,usable,6
frame_00166,train,5,good,7
frame_00167,train,0,usable,6
frame_00167,train,1,usable,7
